ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked turtles
0,1500,1490,10,0,0,75
1,1500,1490,10,0,0,75
2,1500,1490,10,0,0,75
3,1500,1478,12,10,0,75
4,1500,1469,21,10,0,75
5,1500,1460,30,10,0,75
6,1500,1435,49,16,0,75
7,1500,1416,60,24,0,75
8,1500,1384,83,33,0,75
9,1500,1335,110,55,0,75
10,1500,1292,131,77,0,75
11,1500,1247,156,97,0,75
12,1500,1181,185,134,0,75
13,1500,1080,233,187,0,75
14,1500,988,292,220,0,75
15,1500,907,313,280,0,75
16,1500,816,322,362,0,75
17,1500,721,328,445,6,75
18,1500,633,331,530,6,75
19,1500,549,328,617,6,75
20,1500,465,321,703,11,75
21,1499,392,300,793,14,75
22,1500,335,272,874,19,75
23,1493,291,230,941,31,75
24,1489,243,220,983,43,75
25,1484,194,197,1038,55,76
26,1478,160,173,1065,80,77
27,1456,130,158,1058,110,76
28,1447,101,131,1085,130,75
29,1430,85,112,1067,166,77
30,1394,61,104,1019,210,75
31,1352,43,94,957,258,71
32,1314,34,79,903,298,70
33,1266,25,62,843,336,68
34,1231,22,48,772,389,63
35,1187,21,37,693,436,62
36,1147,13,33,618,483,60
37,1103,11,30,539,523,57
38,1074,14,26,481,553,56
39,1043,19,19,415,590,53
40,1015,19,13,363,620,51
41,998,20,13,320,645,50
42,975,23,14,262,676,48
43,954,23,13,224,694,47
44,948,31,10,194,713,48
45,934,35,9,167,723,47
46,923,43,8,139,733,47
47,914,45,8,115,746,47
48,913,47,11,96,759,46
49,911,52,13,78,768,46
50,914,57,12,67,778,47
51,917,62,12,60,783,47
52,925,68,14,58,785,47
53,929,76,14,51,788,48
54,933,85,11,43,794,48
55,943,93,10,45,795,49
56,953,102,9,46,796,51
57,963,110,10,45,798,52
58,974,120,11,43,800,52
59,979,126,8,43,802,52
60,986,134,7,41,804,52
61,997,146,3,43,805,52
62,1008,154,6,43,805,53
63,1023,163,13,42,805,54
64,1029,165,18,39,807,54
65,1039,173,19,39,808,54
66,1046,176,18,41,811,54
67,1050,175,19,45,811,53
68,1060,180,22,44,814,55
69,1070,190,17,46,817,54
70,1080,194,21,48,817,54
71,1085,193,20,53,819,54
72,1100,207,19,54,820,54
73,1114,215,22,55,822,55
74,1126,218,25,61,822,56
75,1131,218,27,62,824,56
76,1138,218,33,62,825,56
77,1151,220,33,73,825,58
78,1163,226,33,79,825,58
79,1172,222,37,86,827,59
80,1178,217,40,92,829,59
81,1185,216,42,93,834,59
82,1200,224,41,100,835,59
83,1209,225,39,107,838,59
84,1219,221,44,114,840,59
85,1229,222,48,115,844,60
86,1243,211,64,123,845,60
87,1249,193,79,129,848,61
88,1258,192,76,140,850,62
89,1264,182,76,154,852,62
90,1280,177,72,177,854,65
91,1286,167,72,188,859,65
92,1293,161,74,197,861,64
93,1294,159,64,206,865,65
94,1303,160,51,220,872,66
95,1304,141,62,229,872,66
96,1309,126,69,235,879,66
97,1309,111,81,230,887,66
98,1316,107,80,236,893,66
99,1321,103,69,254,895,67
100,1331,99,69,264,899,66
101,1335,93,64,273,905,68
102,1341,90,61,272,918,67
103,1349,82,59,275,933,67
104,1349,79,59,262,949,67
105,1351,80,54,256,961,68
106,1352,74,52,257,969,67
107,1355,74,43,258,980,66
108,1351,71,45,242,993,67
109,1347,69,41,238,999,67
110,1351,73,36,235,1007,68
111,1364,75,42,237,1010,69
112,1362,68,46,231,1017,69
113,1363,75,45,212,1031,69
114,1357,67,49,201,1040,68
115,1358,64,40,202,1052,68
116,1361,62,43,195,1061,69
117,1367,72,38,180,1077,69
118,1381,74,41,180,1086,70
119,1387,75,35,181,1096,73
120,1393,81,38,171,1103,72
121,1390,82,41,154,1113,71
122,1397,82,37,161,1117,73
123,1400,81,33,163,1123,73
124,1407,87,32,158,1130,72
125,1412,90,35,152,1135,71
126,1415,90,29,154,1142,73
127,1420,88,32,153,1147,73
128,1439,106,30,151,1152,73
129,1433,104,29,138,1162,73
130,1437,104,31,138,1164,73
131,1451,109,35,138,1169,74
132,1458,115,37,132,1174,74
133,1466,120,36,126,1184,72
134,1479,124,40,126,1189,72
135,1491,122,44,136,1189,71
136,1499,135,40,128,1196,73
137,1496,138,35,126,1197,74
138,1498,131,36,129,1202,74
139,1500,121,35,139,1205,74
140,1498,121,38,129,1210,74
141,1500,114,39,135,1212,74
142,1500,113,40,136,1211,75
143,1500,116,41,140,1203,75
144,1498,119,43,138,1198,75
145,1500,126,41,142,1191,75
146,1499,136,46,149,1168,76
147,1499,158,53,146,1142,75
148,1500,172,49,152,1127,76
149,1499,195,58,150,1096,74
150,1499,225,56,160,1058,74
151,1498,250,72,161,1015,74
152,1500,281,77,161,981,74
153,1499,290,91,164,954,74
154,1500,312,108,178,902,74
155,1500,328,111,198,863,75
156,1500,335,135,210,820,75
157,1500,325,155,234,786,76
158,1500,314,164,260,762,76
159,1500,303,177,288,732,76
160,1500,280,188,323,709,77
161,1500,250,202,359,689,77
162,1500,238,203,396,663,79
163,1500,197,219,436,648,78
164,1500,165,222,476,637,77
165,1500,138,205,522,635,77
166,1500,115,188,567,630,77
167,1494,91,159,619,625,77
168,1499,85,140,651,623,77
169,1490,78,123,660,629,77
170,1481,60,111,682,628,78
171,1474,46,112,676,640,79
172,1459,40,91,677,651,77
173,1454,40,82,664,668,75
174,1445,41,71,645,688,75
175,1430,40,59,628,703,73
176,1418,33,66,591,728,69
177,1397,27,63,557,750,68
178,1373,28,55,515,775,67
179,1352,27,44,476,805,65
180,1332,26,35,438,833,62
181,1309,26,33,379,871,62
182,1294,27,30,338,899,62
183,1290,34,28,306,922,61
184,1281,35,29,272,945,61
185,1282,44,28,251,959,59
186,1270,44,34,220,972,59
187,1266,49,32,201,984,59
188,1271,65,27,181,998,58
189,1278,73,29,164,1012,58
190,1288,79,31,159,1019,57
191,1283,81,32,148,1022,57
192,1284,85,30,140,1029,57
193,1289,98,25,130,1036,58
194,1298,108,25,120,1045,57
195,1303,118,23,116,1046,57
196,1308,123,22,115,1048,57
197,1317,132,20,110,1055,57
198,1332,142,21,109,1060,57
199,1344,148,27,104,1065,57
200,1353,153,28,106,1066,58
201,1363,154,41,100,1068,58
202,1381,168,39,102,1072,60
203,1387,172,41,102,1072,60
204,1392,170,42,107,1073,61
205,1400,172,45,113,1070,61
206,1414,176,48,114,1076,61
207,1415,177,47,113,1078,61
208,1436,188,47,121,1080,61
209,1441,189,42,129,1081,61
210,1450,192,43,132,1083,61
211,1462,198,46,136,1082,63
212,1473,200,48,143,1082,63
213,1476,195,53,149,1079,63
214,1488,196,61,157,1074,64
215,1500,185,70,170,1075,65
216,1500,181,71,177,1071,65
217,1499,182,71,178,1068,65
218,1500,173,69,190,1068,66
219,1500,157,75,198,1070,65
220,1500,143,81,206,1070,65
221,1500,132,87,214,1067,65
222,1500,134,85,219,1062,65
223,1499,132,80,231,1056,65
224,1500,136,76,245,1043,65
225,1499,126,81,256,1036,66
226,1499,119,80,264,1036,67
227,1498,123,78,271,1026,67
228,1499,126,74,281,1018,69
229,1499,114,74,292,1019,69
230,1500,113,80,290,1017,69
231,1497,111,72,298,1016,69
232,1495,117,62,296,1020,70
233,1494,118,61,301,1014,73
234,1499,125,60,300,1014,73
235,1498,118,79,292,1009,73
236,1499,112,84,293,1010,74
237,1493,109,91,285,1008,73
238,1486,106,87,284,1009,73
239,1486,108,84,286,1008,71
240,1485,102,78,292,1013,72
241,1487,99,82,297,1009,72
242,1486,99,77,292,1018,71
243,1491,100,71,291,1029,71
244,1493,103,64,295,1031,71
245,1491,101,54,301,1035,71
246,1491,98,58,294,1041,70
247,1485,89,65,284,1047,71
248,1489,89,69,279,1052,71
249,1497,92,72,287,1046,73
250,1489,85,68,283,1053,73
251,1487,87,58,286,1056,75
252,1483,88,55,278,1062,74
253,1484,92,48,278,1066,74
254,1483,93,52,258,1080,72
255,1484,90,49,254,1091,72
256,1486,97,49,245,1095,71
257,1478,94,49,236,1099,71
258,1478,94,54,229,1101,71
259,1473,89,56,217,1111,72
260,1477,93,63,213,1108,72
261,1474,92,56,215,1111,72
262,1471,92,47,220,1112,72
263,1475,99,40,221,1115,72
264,1480,105,43,216,1116,73
265,1485,124,37,204,1120,75
266,1491,125,40,198,1128,76
267,1491,130,41,186,1134,77
268,1497,133,41,190,1133,77
269,1496,128,50,182,1136,76
270,1500,129,50,185,1136,76
271,1500,124,61,177,1138,74
272,1500,119,61,181,1139,73
273,1498,119,62,185,1132,75
274,1500,114,55,190,1141,76
275,1499,116,57,189,1137,76
276,1500,116,53,188,1143,75
277,1498,121,49,184,1144,77
278,1498,116,47,189,1146,76
279,1500,119,46,192,1143,76
280,1500,118,46,191,1145,76
281,1500,123,39,195,1143,76
282,1498,117,41,196,1144,76
283,1500,112,40,199,1149,76
284,1499,111,48,193,1147,77
285,1499,109,49,197,1144,77
286,1500,115,43,196,1146,77
287,1500,117,49,188,1146,77
288,1500,127,43,189,1141,74
289,1498,139,40,184,1135,75
290,1500,143,42,180,1135,74
291,1500,153,45,178,1124,74
292,1500,157,50,172,1121,74
293,1500,178,50,166,1106,73
294,1499,195,48,173,1083,73
295,1500,192,56,177,1075,73
296,1499,206,62,174,1057,73
297,1500,210,82,169,1039,73
298,1500,219,83,184,1014,72
299,1500,227,91,192,990,72
300,1498,233,98,199,968,72
301,1500,236,116,214,934,72
