ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked turtles
0,1500,1490,10,0,0,1500
1,1500,1490,10,0,0,1500
2,1500,1490,10,0,0,1500
3,1500,1484,6,10,0,1500
4,1500,1480,10,10,0,1500
5,1500,1474,16,10,0,1500
6,1500,1470,16,14,0,1500
7,1500,1462,20,18,0,1500
8,1500,1450,26,24,0,1500
9,1500,1427,45,28,0,1500
10,1500,1402,65,33,0,1500
11,1500,1374,83,43,0,1500
12,1500,1346,92,62,0,1500
13,1500,1302,118,80,0,1500
14,1500,1253,139,108,0,1500
15,1500,1202,161,137,0,1500
16,1500,1142,186,172,0,1500
17,1500,1087,202,207,4,1500
18,1500,1026,209,261,4,1500
19,1500,951,224,321,4,1500
20,1500,882,245,369,4,1500
21,1500,798,263,432,7,1500
22,1500,729,272,489,10,1500
23,1500,650,273,566,11,1500
24,1499,593,258,636,12,1499
25,1497,546,232,705,14,1497
26,1498,520,202,754,22,1498
27,1494,459,186,816,33,1494
28,1482,413,180,844,45,1482
29,1476,371,176,865,64,1476
30,1464,333,176,871,84,1464
31,1446,294,157,892,103,1446
32,1422,270,136,886,130,1422
33,1398,243,127,868,160,1398
34,1377,217,120,853,187,1377
35,1351,187,112,830,222,1351
36,1327,172,109,793,253,1327
37,1288,158,93,745,292,1288
38,1259,147,85,696,331,1259
39,1219,128,68,656,367,1219
40,1184,111,70,606,397,1184
41,1150,104,65,545,436,1150
42,1125,98,62,505,460,1125
43,1101,85,56,477,483,1101
44,1083,79,52,453,499,1083
45,1057,77,47,404,529,1057
46,1048,76,48,368,556,1048
47,1029,74,38,342,575,1029
48,1016,74,34,315,593,1016
49,998,73,24,288,613,998
50,993,74,23,271,625,993
51,984,72,31,241,640,984
52,981,74,33,220,654,981
53,966,76,29,190,671,966
54,961,76,26,181,678,961
55,956,78,20,171,687,956
56,957,82,16,163,696,957
57,954,84,14,147,709,954
58,955,92,10,135,718,955
59,954,98,10,120,726,954
60,957,105,6,112,734,957
61,959,111,6,100,742,959
62,965,118,7,92,748,965
63,965,119,13,75,758,965
64,967,120,17,66,764,967
65,972,126,15,67,764,972
66,978,131,13,66,768,978
67,982,136,12,63,771,982
68,985,139,12,58,776,985
69,987,141,15,51,780,987
70,994,150,14,46,784,994
71,997,155,11,44,787,997
72,1007,162,12,43,790,1007
73,1015,169,10,46,790,1015
74,1019,170,13,43,793,1019
75,1030,180,15,41,794,1030
76,1036,186,11,45,794,1036
77,1046,191,14,47,794,1046
78,1059,200,12,53,794,1059
79,1068,207,16,50,795,1068
80,1072,209,18,49,796,1072
81,1075,214,14,49,798,1075
82,1088,224,15,50,799,1088
83,1094,228,13,53,800,1094
84,1103,234,13,54,802,1103
85,1113,238,18,51,806,1113
86,1121,242,17,52,810,1121
87,1125,245,20,50,810,1125
88,1126,244,17,55,810,1126
89,1131,248,13,60,810,1131
90,1137,255,12,57,813,1137
91,1146,258,15,60,813,1146
92,1157,266,18,57,816,1157
93,1163,268,20,59,816,1163
94,1172,277,19,59,817,1172
95,1177,276,19,62,820,1177
96,1182,278,19,63,822,1182
97,1194,285,24,60,825,1194
98,1208,295,23,62,828,1208
99,1215,296,22,68,829,1215
100,1225,301,22,70,832,1225
101,1237,306,26,72,833,1237
102,1247,313,26,73,835,1247
103,1258,317,28,73,840,1258
104,1273,324,31,76,842,1273
105,1282,328,30,80,844,1282
106,1300,339,31,85,845,1300
107,1311,334,41,89,847,1311
108,1319,334,40,96,849,1319
109,1328,332,44,97,855,1328
110,1343,336,49,100,858,1343
111,1356,336,50,111,859,1356
112,1361,329,50,119,863,1361
113,1372,315,61,127,869,1372
114,1381,310,69,131,871,1381
115,1394,307,75,140,872,1394
116,1404,296,76,157,875,1404
117,1409,291,71,170,877,1409
118,1417,284,70,183,880,1417
119,1424,268,73,196,887,1424
120,1431,268,66,207,890,1431
121,1442,265,66,216,895,1442
122,1445,253,63,229,900,1445
123,1458,252,62,239,905,1458
124,1468,239,75,243,911,1468
125,1476,237,74,249,916,1476
126,1485,235,75,253,922,1485
127,1485,226,71,259,929,1485
128,1492,214,73,270,935,1492
129,1497,209,71,273,944,1497
130,1493,205,59,275,954,1493
131,1498,193,65,274,966,1498
132,1499,178,70,273,978,1499
133,1498,175,67,269,987,1498
134,1492,163,67,268,994,1492
135,1500,165,57,273,1005,1500
136,1490,158,51,266,1015,1490
137,1498,156,54,264,1024,1498
138,1498,151,52,267,1028,1498
139,1498,145,55,260,1038,1498
140,1500,141,50,262,1047,1500
141,1500,143,45,254,1058,1500
142,1495,131,51,245,1068,1495
143,1496,129,48,245,1074,1496
144,1491,131,45,230,1085,1491
145,1498,139,45,223,1091,1498
146,1499,146,36,222,1095,1499
147,1497,156,37,214,1090,1497
148,1500,161,41,208,1090,1500
149,1499,173,48,195,1083,1499
150,1499,186,56,187,1070,1499
151,1498,199,53,186,1060,1498
152,1500,220,57,182,1041,1500
153,1500,242,56,187,1015,1500
154,1497,254,63,183,997,1497
155,1500,276,66,185,973,1500
156,1500,284,82,186,948,1500
157,1495,303,83,191,918,1495
158,1500,323,89,202,886,1500
159,1499,346,89,212,852,1499
160,1500,356,93,219,832,1500
161,1500,360,102,237,801,1500
162,1500,356,111,247,786,1500
163,1500,341,125,265,769,1500
164,1500,335,122,285,758,1500
165,1495,332,122,309,732,1495
166,1500,322,139,326,713,1500
167,1499,316,128,353,702,1499
168,1499,305,135,367,692,1499
169,1498,298,130,391,679,1498
170,1498,270,139,414,675,1498
171,1498,267,131,430,670,1498
172,1499,253,130,445,671,1499
173,1494,233,135,462,664,1494
174,1492,209,137,475,671,1492
175,1487,183,152,475,677,1487
176,1480,171,138,497,674,1480
177,1472,159,125,516,672,1472
178,1469,142,119,526,682,1469
179,1456,126,107,526,697,1456
180,1450,122,95,529,704,1450
181,1437,116,90,510,721,1437
182,1432,105,81,514,732,1432
183,1419,109,68,501,741,1419
184,1410,110,70,481,749,1410
185,1399,108,60,466,765,1399
186,1388,97,58,454,779,1388
187,1370,95,63,424,788,1370
188,1358,89,64,406,799,1358
189,1355,89,62,393,811,1355
190,1346,93,51,369,833,1346
191,1340,86,55,340,859,1340
192,1329,92,47,317,873,1329
193,1312,89,43,291,889,1312
194,1305,93,37,272,903,1305
195,1296,91,29,263,913,1296
196,1282,86,31,238,927,1282
197,1288,91,31,219,947,1288
198,1284,91,31,210,952,1284
199,1284,93,33,196,962,1284
200,1284,101,29,180,974,1284
201,1290,108,24,182,976,1290
202,1294,117,23,169,985,1294
203,1294,118,25,161,990,1294
204,1297,122,25,149,1001,1297
205,1299,134,23,137,1005,1299
206,1309,146,20,130,1013,1309
207,1323,159,20,124,1020,1323
208,1324,151,31,116,1026,1324
209,1330,155,34,104,1037,1330
210,1336,165,33,100,1038,1336
211,1343,168,27,106,1042,1343
212,1349,175,25,108,1041,1349
213,1357,182,24,106,1045,1357
214,1363,185,25,103,1050,1363
215,1363,190,25,97,1051,1363
216,1372,194,22,101,1055,1372
217,1387,206,22,102,1057,1387
218,1392,208,29,99,1056,1392
219,1404,212,31,103,1058,1404
220,1414,224,32,98,1060,1414
221,1425,237,24,101,1063,1425
222,1428,236,20,108,1064,1428
223,1440,240,28,109,1063,1440
224,1450,242,34,110,1064,1450
225,1456,254,35,100,1067,1456
226,1466,262,35,100,1069,1466
227,1476,260,36,109,1071,1476
228,1479,255,41,111,1072,1479
229,1488,264,42,114,1068,1488
230,1495,270,39,117,1069,1495
231,1499,264,43,119,1073,1499
232,1500,260,43,125,1072,1500
233,1500,260,42,130,1068,1500
234,1499,254,38,139,1068,1499
235,1499,248,38,140,1073,1499
236,1500,248,38,137,1077,1500
237,1500,237,42,142,1079,1500
238,1500,232,39,150,1079,1500
239,1498,225,41,158,1074,1498
240,1500,219,49,153,1079,1500
241,1498,220,47,152,1079,1498
242,1498,218,46,158,1076,1498
243,1500,221,41,163,1075,1500
244,1499,218,43,162,1076,1499
245,1500,220,40,165,1075,1500
246,1500,216,46,164,1074,1500
247,1500,216,49,163,1072,1500
248,1499,219,48,160,1072,1499
249,1498,223,45,162,1068,1498
250,1499,221,48,170,1060,1499
251,1499,225,50,171,1053,1499
252,1499,233,53,166,1047,1499
253,1496,237,50,167,1042,1496
254,1500,237,45,181,1037,1500
255,1500,232,50,182,1036,1500
256,1497,242,48,178,1029,1497
257,1500,246,52,178,1024,1500
258,1500,242,53,179,1026,1500
259,1499,243,50,184,1022,1499
260,1500,242,52,189,1017,1500
261,1498,241,56,191,1010,1498
262,1498,246,55,197,1000,1498
263,1500,246,60,195,999,1500
264,1498,253,53,197,995,1498
265,1499,255,52,201,991,1499
266,1500,262,53,204,981,1500
267,1499,258,48,211,982,1499
268,1497,265,49,204,979,1497
269,1498,264,56,204,974,1498
270,1500,259,60,208,973,1500
271,1500,264,60,205,971,1500
272,1499,268,53,211,967,1499
273,1495,261,53,211,970,1495
274,1500,256,62,214,968,1500
275,1500,245,78,210,967,1500
276,1499,241,80,212,966,1499
277,1498,233,80,219,966,1498
278,1500,227,78,224,971,1500
279,1500,207,78,235,980,1500
280,1500,204,79,241,976,1500
281,1499,203,71,244,981,1499
282,1500,193,68,256,983,1500
283,1498,186,64,263,985,1498
284,1495,182,66,263,984,1495
285,1496,181,58,273,984,1496
286,1498,189,52,274,983,1498
287,1500,196,50,273,981,1500
288,1497,186,59,268,984,1497
289,1500,186,59,272,983,1500
290,1499,186,55,271,987,1499
291,1497,181,61,266,989,1497
292,1500,190,55,264,991,1500
293,1500,193,64,249,994,1500
294,1500,198,67,245,990,1500
295,1499,199,70,241,989,1499
296,1496,203,64,237,992,1496
297,1494,203,67,233,991,1494
298,1495,217,59,240,979,1495
299,1495,233,58,236,968,1495
300,1497,239,61,236,961,1497
301,1499,255,65,232,947,1499
302,1498,259,66,237,936,1498
303,1500,258,76,239,927,1500
304,1500,259,76,242,923,1500
305,1499,260,76,248,915,1499
306,1498,262,80,245,911,1498
307,1500,252,85,261,902,1500
308,1500,254,89,263,894,1500
309,1500,262,86,266,886,1500
310,1492,273,77,275,867,1492
311,1494,285,79,283,847,1494
312,1493,274,95,283,841,1493
313,1493,269,103,290,831,1493
314,1493,271,115,287,820,1493
315,1500,257,118,309,816,1500
316,1500,255,113,322,810,1500
317,1499,256,108,334,801,1499
318,1500,236,103,354,807,1500
319,1493,208,114,365,806,1493
320,1497,206,122,368,801,1497
321,1488,189,120,371,808,1488
322,1484,182,106,393,803,1484
323,1484,172,96,408,808,1484
324,1485,164,99,405,817,1485
325,1478,152,94,413,819,1478
326,1477,156,92,410,819,1477
327,1474,147,86,420,821,1474
328,1478,138,82,431,827,1478
329,1471,134,86,419,832,1471
330,1466,124,94,404,844,1466
331,1458,117,90,402,849,1458
332,1458,118,73,395,872,1458
333,1446,111,73,380,882,1446
334,1452,112,64,385,891,1452
335,1446,119,51,375,901,1446
336,1438,126,44,355,913,1438
337,1432,128,43,333,928,1432
338,1430,124,43,322,941,1430
339,1422,121,53,296,952,1422
340,1423,126,47,292,958,1423
341,1421,133,43,271,974,1421
342,1423,147,34,259,983,1423
343,1430,150,37,248,995,1430
344,1431,150,38,243,1000,1431
345,1426,148,46,223,1009,1426
346,1419,154,41,202,1022,1419
347,1418,158,38,199,1023,1418
348,1424,170,34,185,1035,1424
349,1429,174,36,176,1043,1429
350,1441,182,42,166,1051,1441
351,1444,186,44,161,1053,1444
352,1447,189,43,158,1057,1447
353,1458,196,44,159,1059,1458
354,1474,212,34,161,1067,1474
355,1485,218,36,161,1070,1485
356,1494,224,40,157,1073,1494
357,1495,224,44,150,1077,1495
358,1500,228,43,150,1079,1500
359,1499,216,45,160,1078,1499
360,1499,212,52,160,1075,1499
361,1498,214,53,156,1075,1498
362,1499,203,59,156,1081,1499
363,1500,198,50,166,1086,1500
364,1500,198,42,176,1084,1500
365,1499,199,39,177,1084,1499
366,1500,197,41,177,1085,1500
367,1500,197,39,181,1083,1500
368,1500,188,50,175,1087,1500
369,1500,180,57,174,1089,1500
370,1500,174,65,170,1091,1500
371,1500,171,60,182,1087,1500
372,1500,175,44,196,1085,1500
373,1500,171,45,193,1091,1500
374,1500,161,46,197,1096,1500
375,1500,165,46,198,1091,1500
376,1500,163,43,202,1092,1500
377,1499,178,37,193,1091,1499
378,1500,185,34,189,1092,1500
379,1499,185,34,188,1092,1499
380,1500,184,37,185,1094,1500
