ticks,turtles,healthy turtles,exposed turtles,infected turtles,immune turtles,masked 1 turtles,masked 2 turtles
0,1500,1490,10,0,0,23,1050
1,1500,1490,10,0,0,23,1050
2,1500,1490,10,0,0,23,1050
3,1500,1488,2,10,0,23,1050
4,1500,1480,10,10,0,23,1050
5,1500,1476,14,10,0,23,1050
6,1500,1471,19,10,0,23,1050
7,1500,1465,19,16,0,23,1050
8,1500,1456,20,24,0,23,1050
9,1500,1443,29,28,0,23,1050
10,1500,1428,41,31,0,23,1050
11,1500,1413,49,38,0,23,1050
12,1500,1396,53,51,0,23,1050
13,1500,1376,62,62,0,23,1050
14,1500,1344,80,76,0,23,1050
15,1500,1305,102,93,0,23,1049
16,1500,1269,119,112,0,23,1049
17,1499,1231,133,130,5,23,1050
18,1500,1188,144,163,5,23,1051
19,1500,1138,156,201,5,23,1051
20,1500,1091,164,240,5,23,1052
21,1498,1047,174,270,7,23,1051
22,1500,1005,168,318,9,23,1056
23,1499,948,177,363,11,23,1056
24,1500,889,189,409,13,23,1055
25,1500,830,214,439,17,23,1055
26,1495,768,221,482,24,23,1053
27,1500,716,221,531,32,23,1055
28,1496,655,227,577,37,23,1054
29,1492,604,218,627,43,24,1055
30,1489,549,215,672,53,24,1054
31,1489,494,220,703,72,24,1053
32,1480,461,197,733,89,24,1051
33,1463,415,190,752,106,22,1045
34,1446,364,184,774,124,23,1038
35,1438,348,159,789,142,24,1040
36,1420,318,147,783,172,26,1031
37,1402,295,120,793,194,26,1021
38,1377,271,114,780,212,26,1009
39,1365,249,113,775,228,25,1010
40,1349,234,98,754,263,26,999
41,1320,208,104,720,288,25,981
42,1295,190,87,697,321,25,966
43,1273,179,79,655,360,24,955
44,1249,175,69,615,390,26,936
45,1222,164,58,581,419,25,914
46,1196,159,49,539,449,25,893
47,1176,152,51,496,477,24,877
48,1151,141,53,450,507,24,854
49,1131,135,52,411,533,24,837
50,1107,129,45,376,557,24,816
51,1084,131,30,335,588,24,794
52,1079,141,17,316,605,26,785
53,1070,137,23,291,619,26,774
54,1053,138,22,260,633,25,760
55,1048,141,22,238,647,26,754
56,1039,145,17,212,665,26,742
57,1036,145,17,192,682,26,738
58,1034,150,16,172,696,25,734
59,1036,162,16,149,709,25,734
60,1031,171,10,136,714,27,728
61,1033,177,7,127,722,27,726
62,1034,181,8,115,730,26,727
63,1033,183,11,104,735,25,726
64,1035,189,12,91,743,25,727
65,1033,193,15,76,749,25,724
66,1030,199,11,63,757,25,723
67,1037,208,8,61,760,27,724
68,1039,207,10,59,763,27,725
69,1049,214,9,59,767,27,730
70,1049,221,9,48,771,27,729
71,1057,228,9,47,773,27,737
72,1066,236,12,45,773,27,744
73,1080,250,11,46,773,27,756
74,1080,252,12,39,777,27,755
75,1087,259,9,40,779,28,760
76,1096,265,9,41,781,29,766
77,1106,274,10,41,781,29,771
78,1113,279,11,41,782,29,778
79,1123,288,10,42,783,31,784
80,1131,294,9,41,787,31,789
81,1139,299,12,38,790,31,793
82,1146,305,11,39,791,31,799
83,1161,320,10,38,793,32,811
84,1167,324,8,42,793,32,815
85,1178,331,10,41,796,33,823
86,1189,338,13,40,798,33,830
87,1198,349,13,39,797,32,837
88,1206,355,12,42,797,32,844
89,1224,369,12,42,801,33,857
90,1232,377,10,41,804,35,860
91,1244,388,10,42,804,36,868
92,1251,396,8,43,804,37,873
93,1263,407,7,43,806,39,882
94,1278,421,8,41,808,39,893
95,1288,429,8,42,809,40,899
96,1297,438,8,40,811,41,901
97,1303,444,7,41,811,41,903
98,1315,455,10,37,813,41,916
99,1323,465,7,37,814,42,919
100,1336,475,9,39,813,44,927
101,1344,482,11,38,813,45,931
102,1351,486,12,37,816,45,935
103,1366,496,16,33,821,49,943
104,1379,506,15,35,823,49,954
105,1394,518,17,34,825,50,965
106,1402,522,17,37,826,51,972
107,1417,533,18,38,828,51,982
108,1429,537,21,42,829,51,990
109,1439,542,24,42,831,51,1000
110,1452,554,20,47,831,51,1010
111,1467,563,17,52,835,51,1023
112,1479,568,20,56,835,51,1032
113,1493,575,24,58,836,53,1040
114,1500,573,29,59,839,53,1045
115,1500,563,33,65,839,53,1045
116,1500,560,31,69,840,53,1045
117,1500,548,33,78,841,53,1045
118,1500,539,35,80,846,53,1045
119,1500,532,34,88,846,52,1046
120,1499,527,31,92,849,53,1046
121,1499,523,26,99,851,53,1047
122,1500,520,24,101,855,53,1049
123,1500,514,22,107,857,53,1050
124,1500,509,24,106,861,52,1052
125,1500,506,24,104,866,52,1051
126,1500,501,24,107,868,52,1051
127,1498,497,21,110,870,52,1050
128,1500,494,26,109,871,52,1051
129,1499,491,28,109,871,52,1051
130,1500,487,32,110,871,52,1055
131,1500,481,38,104,877,52,1055
132,1500,477,33,109,881,52,1057
133,1499,469,38,109,883,50,1060
134,1500,471,32,108,889,50,1060
135,1499,472,30,106,891,50,1065
136,1500,471,25,109,895,50,1067
137,1500,474,22,111,893,49,1066
138,1500,463,30,111,896,50,1066
139,1500,457,32,111,900,49,1067
140,1499,452,34,110,903,48,1066
141,1500,458,27,111,904,46,1069
142,1500,456,17,123,904,46,1070
143,1500,453,21,122,904,46,1070
144,1500,447,27,119,907,46,1070
145,1500,444,30,119,907,46,1070
146,1499,446,36,112,905,46,1068
147,1500,449,38,113,900,46,1071
148,1500,452,35,116,897,47,1072
149,1499,456,35,112,896,47,1071
150,1500,463,31,116,890,48,1070
151,1500,474,29,116,881,48,1069
152,1500,484,32,119,865,48,1069
153,1500,491,35,120,854,48,1068
154,1499,496,41,122,840,48,1067
155,1499,508,46,121,824,46,1069
156,1500,542,44,117,797,45,1072
157,1499,557,42,124,776,43,1073
158,1500,556,52,131,761,43,1073
159,1500,552,61,140,747,43,1073
160,1500,560,80,146,714,43,1072
161,1499,565,85,152,697,43,1071
162,1500,586,84,159,671,43,1070
163,1500,599,86,180,635,44,1070
164,1500,604,91,191,614,44,1070
165,1499,615,93,201,590,44,1072
166,1500,612,105,216,567,44,1071
167,1500,617,104,237,542,43,1073
168,1498,618,106,259,515,43,1073
169,1499,607,119,277,496,43,1073
170,1500,612,114,298,476,43,1073
171,1493,608,126,313,446,43,1071
172,1500,605,118,340,437,44,1076
173,1500,592,124,355,429,44,1076
174,1498,563,137,380,418,44,1077
175,1500,557,130,400,413,45,1078
176,1498,553,127,413,405,45,1079
177,1492,533,131,427,401,45,1074
178,1483,509,133,446,395,44,1068
179,1484,497,138,456,393,43,1074
180,1480,464,148,469,399,43,1073
181,1479,451,142,480,406,42,1075
182,1473,427,144,489,413,43,1071
183,1470,410,134,505,421,43,1068
184,1459,401,119,513,426,41,1064
185,1450,388,110,520,432,42,1062
186,1437,378,93,524,442,42,1060
187,1432,357,99,520,456,43,1054
188,1420,340,97,512,471,43,1045
189,1404,327,95,503,479,41,1036
190,1393,308,95,499,491,40,1029
191,1379,297,89,488,505,37,1022
192,1366,284,81,475,526,36,1013
193,1359,277,78,464,540,36,1009
194,1359,274,69,456,560,36,1012
195,1349,267,71,433,578,34,1008
196,1336,259,63,420,594,36,996
197,1331,259,60,392,620,37,991
198,1315,246,55,375,639,36,977
199,1305,237,59,355,654,35,966
200,1297,240,55,329,673,34,958
201,1300,244,54,317,685,32,961
202,1297,247,46,305,699,33,956
203,1296,244,46,293,713,35,952
204,1287,243,39,282,723,35,944
205,1294,248,47,260,739,35,947
206,1289,248,42,243,756,35,938
207,1286,255,35,234,762,37,931
208,1280,254,34,221,771,38,920
209,1284,252,36,217,779,39,924
210,1281,252,42,196,791,39,921
211,1290,260,43,190,797,38,928
212,1286,261,36,180,809,38,925
213,1284,259,33,180,812,38,921
214,1280,262,32,172,814,38,913
215,1288,274,26,169,819,39,919
216,1290,280,29,158,823,39,921
217,1298,287,22,157,832,40,927
218,1301,292,22,145,842,40,930
219,1308,300,21,142,845,40,931
220,1316,307,21,135,853,39,935
221,1322,311,18,133,860,39,936
222,1326,315,25,122,864,40,934
223,1335,329,30,113,863,41,942
224,1344,335,31,115,863,41,949
225,1347,341,24,117,865,41,952
226,1342,343,23,110,866,40,950
227,1347,349,20,107,871,38,954
228,1355,354,22,103,876,37,962
229,1366,363,30,95,878,37,965
230,1379,366,34,98,881,37,977
231,1379,371,35,91,882,38,976
232,1393,377,34,96,886,39,983
233,1399,377,33,101,888,40,985
234,1404,377,33,105,889,40,991
235,1415,385,35,103,892,42,997
236,1423,388,36,108,891,42,1001
237,1434,397,29,117,891,42,1008
238,1447,412,24,120,891,42,1019
239,1452,413,24,118,897,43,1021
240,1458,409,34,119,896,43,1026
241,1466,417,36,113,900,44,1031
242,1483,426,45,112,900,46,1041
243,1496,429,44,125,898,47,1049
244,1499,429,42,130,898,47,1052
245,1500,423,47,133,897,47,1051
246,1498,413,47,139,899,47,1051
247,1500,409,47,141,903,47,1054
248,1500,405,46,142,907,46,1052
249,1498,392,48,148,910,46,1050
250,1499,387,48,151,913,46,1051
251,1499,382,53,150,914,46,1054
252,1500,372,58,153,917,46,1054
253,1499,368,53,159,919,47,1054
254,1500,364,53,166,917,48,1057
255,1499,354,49,179,917,48,1059
256,1500,346,45,194,915,48,1061
257,1500,346,45,188,921,49,1060
258,1498,338,46,187,927,49,1059
259,1499,330,49,194,926,48,1061
260,1500,329,51,189,931,47,1065
261,1500,332,47,188,933,48,1068
262,1500,327,45,193,935,47,1071
263,1497,327,37,195,938,47,1068
264,1500,325,39,195,941,47,1070
265,1500,320,40,194,946,46,1070
266,1500,317,45,191,947,46,1070
267,1499,315,46,186,952,46,1074
268,1498,313,43,185,957,47,1072
269,1496,321,35,182,958,47,1074
270,1493,322,36,172,963,46,1076
271,1498,332,33,175,958,46,1081
272,1500,330,35,172,963,46,1085
273,1499,332,37,165,965,44,1088
274,1500,333,38,160,969,43,1089
275,1499,327,37,161,974,44,1085
276,1496,333,32,155,976,45,1084
277,1500,337,29,149,985,45,1088
278,1500,330,32,148,990,45,1088
279,1500,337,25,147,991,45,1089
280,1500,333,32,142,993,46,1089
281,1500,336,34,142,988,47,1086
282,1499,345,30,138,986,47,1086
283,1499,346,37,126,990,47,1086
284,1499,344,39,130,986,47,1084
285,1500,348,37,129,986,46,1085
286,1495,346,37,128,984,46,1083
287,1499,346,38,128,987,46,1086
288,1500,349,28,137,986,46,1087
289,1499,350,33,132,984,46,1085
290,1499,342,40,131,986,46,1086
291,1500,344,34,130,992,46,1085
292,1500,351,31,128,990,46,1087
293,1500,351,25,132,992,47,1085
294,1500,352,20,137,991,47,1086
295,1498,361,22,132,983,47,1085
296,1500,369,23,131,977,48,1085
297,1500,374,28,132,966,48,1085
298,1500,374,32,127,967,48,1084
299,1500,387,33,121,959,48,1086
300,1500,391,37,119,953,48,1086
301,1498,397,35,121,945,49,1084
302,1499,408,42,115,934,49,1081
303,1499,414,41,120,924,49,1081
304,1500,422,45,116,917,49,1079
305,1498,426,39,125,908,49,1080
306,1500,434,44,127,895,48,1082
307,1499,437,50,124,888,48,1081
308,1500,444,56,124,876,48,1082
309,1500,444,56,134,866,47,1083
310,1500,451,52,143,854,47,1080
311,1500,449,55,153,843,47,1080
312,1499,457,56,162,824,47,1078
313,1500,455,63,168,814,47,1077
314,1499,458,69,180,792,46,1076
315,1495,464,70,184,777,46,1075
316,1498,468,75,192,763,47,1079
317,1499,484,67,203,745,47,1080
318,1500,493,63,217,727,47,1079
319,1499,499,59,221,720,46,1079
320,1500,503,67,229,701,45,1081
321,1500,502,72,234,692,46,1081
322,1500,496,83,239,682,46,1084
323,1500,492,87,244,677,46,1084
324,1500,492,80,255,673,46,1085
325,1498,490,87,259,662,45,1087
326,1498,492,91,267,648,45,1091
327,1499,471,99,280,649,45,1092
328,1500,467,98,287,648,44,1095
329,1499,462,96,295,646,44,1096
330,1499,458,88,314,639,45,1098
331,1494,454,79,316,645,45,1095
332,1492,452,75,321,644,45,1096
333,1498,451,77,320,650,45,1103
334,1499,438,81,325,655,45,1100
335,1499,441,72,328,658,45,1102
336,1498,432,71,336,659,45,1099
337,1500,419,80,337,664,45,1098
338,1500,419,81,334,666,45,1099
339,1494,416,74,334,670,45,1094
340,1497,412,83,324,678,45,1096
341,1500,414,65,336,685,44,1100
342,1499,393,83,328,695,44,1097
343,1500,385,86,323,706,48,1094
344,1486,380,84,305,717,47,1086
345,1486,377,81,302,726,48,1081
346,1491,381,61,310,739,48,1083
347,1492,378,64,311,739,48,1082
348,1492,374,66,302,750,48,1083
349,1500,375,64,301,760,50,1090
350,1497,362,65,301,769,49,1089
351,1496,357,71,294,774,50,1087
352,1495,349,72,291,783,51,1086
353,1492,346,73,285,788,51,1082
354,1495,337,70,293,795,51,1082
355,1484,346,52,282,804,52,1073
356,1489,343,53,282,811,52,1075
357,1491,333,56,284,818,53,1074
358,1495,346,53,275,821,54,1075
359,1493,342,61,265,825,55,1074
360,1487,341,57,250,839,55,1066
361,1489,335,63,247,844,57,1062
362,1492,338,62,244,848,57,1066
363,1488,331,61,244,852,57,1066
364,1485,337,50,243,855,58,1061
365,1491,327,59,244,861,58,1066
366,1490,330,54,239,867,59,1061
367,1494,331,57,241,865,58,1065
368,1490,325,59,233,873,59,1061
369,1491,329,57,222,883,58,1062
370,1496,332,52,222,890,58,1067
371,1498,336,48,219,895,60,1069
372,1499,336,43,227,893,60,1069
373,1497,332,46,226,893,60,1066
374,1499,330,46,220,903,60,1069
375,1500,328,45,215,912,59,1071
376,1499,327,42,218,912,59,1071
377,1496,336,40,211,909,59,1067
378,1497,347,38,202,910,59,1066
379,1499,346,42,197,914,62,1066
380,1497,345,43,192,917,63,1062
381,1500,350,42,188,920,64,1063
382,1498,349,48,181,920,65,1060
383,1500,353,40,185,922,66,1059
384,1500,356,42,180,922,64,1062
385,1500,367,37,174,922,63,1065
386,1497,367,41,165,924,63,1064
387,1500,362,50,166,922,63,1065
388,1498,366,40,168,924,64,1062
389,1500,371,41,164,924,65,1063
390,1500,368,45,165,922,66,1062
391,1500,370,40,168,922,66,1061
392,1500,362,56,157,925,67,1061
393,1500,361,49,165,925,67,1060
394,1499,359,44,172,924,67,1057
395,1500,363,42,173,922,67,1058
396,1499,361,39,177,922,67,1059
397,1500,368,43,169,920,66,1058
398,1500,363,45,172,920,66,1059
399,1500,362,47,168,923,66,1056
400,1500,355,48,172,925,66,1057
401,1499,358,41,175,925,66,1058
402,1498,356,38,176,928,65,1057
403,1499,360,36,178,925,65,1057
404,1500,364,35,174,927,67,1053
405,1500,371,36,166,927,67,1053
406,1500,360,41,175,924,67,1054
407,1500,365,39,170,926,67,1055
408,1496,362,42,159,933,68,1052
409,1498,364,44,159,931,69,1049
410,1499,364,43,159,933,69,1049
411,1500,370,39,159,932,69,1052
412,1498,375,39,154,930,67,1052
413,1499,368,42,163,926,66,1052
414,1500,371,43,157,929,66,1053
415,1499,362,51,151,935,67,1053
416,1500,366,46,149,939,68,1052
417,1500,361,43,154,942,68,1050
418,1500,367,44,150,939,69,1048
419,1500,365,37,161,937,68,1051
420,1500,362,41,158,939,68,1053
421,1499,362,38,159,940,68,1052
422,1500,358,41,162,939,67,1055
423,1497,352,43,159,943,67,1054
424,1497,358,37,160,942,67,1054
425,1499,355,39,160,945,67,1056
426,1497,352,36,164,945,67,1055
427,1500,355,46,154,945,68,1059
428,1499,357,43,158,941,67,1059
429,1499,353,44,160,942,67,1060
430,1499,354,35,165,945,66,1059
431,1497,352,36,159,950,66,1059
432,1500,351,38,160,951,68,1063
433,1500,346,40,154,960,68,1062
434,1499,341,40,154,964,68,1061
435,1496,344,32,156,964,68,1061
436,1499,342,37,157,963,69,1061
437,1499,341,42,157,959,68,1064
438,1500,343,44,150,963,68,1065
439,1500,341,47,151,961,68,1064
440,1499,335,44,156,964,69,1061
441,1500,333,48,156,963,70,1060
442,1500,331,44,162,963,70,1061
443,1500,338,41,162,959,69,1063
444,1499,341,36,161,961,70,1062
445,1499,344,37,160,958,69,1062
446,1500,342,38,163,957,68,1063
447,1500,343,41,159,957,68,1062
448,1500,344,40,163,953,68,1063
449,1500,346,42,162,950,67,1066
450,1499,351,41,161,946,68,1067
451,1500,359,38,164,939,68,1067
452,1500,357,44,167,932,68,1066
453,1500,360,39,171,930,68,1065
454,1499,369,37,162,931,68,1062
455,1498,362,48,163,925,69,1060
456,1500,369,42,164,925,69,1057
457,1500,379,47,159,915,69,1060
458,1498,387,45,158,908,68,1058
459,1500,392,40,163,905,69,1060
460,1499,393,51,160,895,69,1061
461,1500,401,51,164,884,69,1062
462,1499,403,52,168,876,68,1062
463,1500,405,60,168,867,68,1062
464,1498,405,64,173,856,68,1058
465,1498,419,57,173,849,68,1058
466,1498,430,52,179,837,67,1058
467,1500,427,46,189,838,66,1060
468,1499,433,46,194,826,66,1058
469,1500,435,57,193,815,66,1061
470,1500,437,61,190,812,66,1061
471,1500,435,61,199,805,66,1061
472,1500,444,57,200,799,66,1059
473,1499,444,50,205,800,66,1057
474,1500,443,49,214,794,66,1058
475,1500,427,73,212,788,67,1056
476,1498,423,74,211,790,67,1055
477,1500,425,74,213,788,67,1055
